latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
20.96354,85.16335,307.99,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.48,2.28,N
20.96303,85.16774,308.17,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.29,1.23,N
20.96251,85.17209,310.06,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.56,1.23,N
20.96097,85.18511,303.9,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.93,0.78,N
20.96047,85.18936,303.66,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.04,0.78,N
20.80839,85.255,307.23,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,275.01,1.4,N
20.79554,85.25333,323.82,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,276.53,4.16,N
20.78596,85.26057,314.14,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.75,1.76,N
20.76046,85.29165,306.03,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,282.12,1.03,N
20.75994,85.29595,305.51,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,281.73,1.03,N
19.09899,82.16546,306.23,0.33,0.55,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.73,1.22,N
19.09864,82.16866,302.78,0.33,0.55,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.82,1.35,N
17.61015,83.20491,306.46,0.54,0.51,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,290.74,2.32,N
17.60139,83.19848,306.19,0.54,0.51,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,290.21,3.28,N
17.46558,80.65414,306.05,0.4,0.6,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,287.1,0.71,N
15.17672,77.09852,300.82,0.64,0.72,2026-08-02,1947,SNPP,SNPP,n,2.0NRT,279.11,2.62,N
29.47635,76.85744,313.34,0.56,0.51,2026-08-02,2123,SNPP,SNPP,n,2.0NRT,288.79,4.23,N
29.45936,76.88863,301.32,0.56,0.51,2026-08-02,2123,SNPP,SNPP,n,2.0NRT,281.04,1.68,N
24.93391,74.63229,300.31,0.51,0.49,2026-08-02,2125,SNPP,SNPP,n,2.0NRT,283.38,0.9,N
29.12459,75.77742,305.13,0.41,0.37,2026-08-04,2044,SNPP,SNPP,n,2.0NRT,287.28,1.38,N
20.91014,71.45751,296.94,0.51,0.41,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,271.58,0.51,N
24.9348,74.63297,303.67,0.41,0.37,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,284.9,0.78,N
24.76383,74.6097,310.94,0.41,0.37,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,283.82,1.25,N
17.95609,80.79395,298.78,0.43,0.46,2026-08-04,2049,SNPP,SNPP,n,2.0NRT,266.29,0.69,N
9.47616,78.53864,335,0.39,0.44,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,299.74,4.1,D
9.11885,77.59209,351.96,0.46,0.47,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,296.13,11.22,D
9.62131,78.80132,347.9,0.57,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,302.4,12.57,D
9.7414,78.95979,331.18,0.55,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,297.62,1.9,D
9.56233,77.6048,340.82,0.45,0.47,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,295.38,3.81,D
9.76804,78.0972,337.65,0.42,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,298.47,2.63,D
9.87739,78.25546,330.53,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,292.01,4.92,D
9.88149,78.25475,333.28,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,290.72,5.39,D
9.96715,78.24461,347.06,0.4,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,285.67,4.27,D
10.0521,77.96274,331,0.42,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,292.12,3.78,D
10.10864,78.09402,341.61,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,289.35,3.84,D
10.21352,77.844,333.73,0.42,0.46,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,296.16,4.9,D
9.49282,78.58743,338.87,0.39,0.44,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,298.53,2.54,D
9.62481,78.86961,338.14,0.56,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,299.51,3.43,D
21.10476,72.64249,332.91,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,291.55,10.09,D
15.49071,76.92935,334.81,0.4,0.44,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,284.95,3.58,D
21.10591,72.6481,343.53,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,290.97,15.08,D
21.1036,72.63686,343.75,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,291.87,10.09,D
26.78024,72.00262,334.45,0.5,0.49,2026-08-05,0801,SNPP,SNPP,n,2.0NRT,295.29,12.75,D
27.46189,95.4748,312.22,0.47,0.64,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.82,3.71,N
27.45947,95.47298,303.51,0.47,0.64,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.88,2.65,N
27.22297,95.34383,307.44,0.48,0.65,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.59,1.02,N
23.16576,82.3386,295.04,0.4,0.37,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,258.66,1.42,N
